crop_name,soil_type,seedling_stage,moi,temp,humidity,result,growth_stage_order,moi_temp_ratio,moi_humidity_index
Wheat,Black Soil,Germination,62,42,34.1,0,1,1.4762,21.142
Wheat,Black Soil,Germination,63,43,31.4,0,1,1.4651,19.782
Wheat,Black Soil,Germination,64,44,28.7,0,1,1.4545,18.368
Wheat,Black Soil,Germination,65,45,26.0,0,1,1.4444,16.9
Wheat,Black Soil,Germination,66,46,23.3,0,1,1.4348,15.378
Wheat,Black Soil,Germination,67,25,80.0,0,1,2.68,53.6
Wheat,Black Soil,Germination,68,26,78.0,0,1,2.6154,53.04
Wheat,Black Soil,Germination,69,27,76.0,0,1,2.5556,52.44
Wheat,Black Soil,Germination,70,28,74.0,0,1,2.5,51.8
Wheat,Black Soil,Germination,71,29,72.0,0,1,2.4483,51.12
Wheat,Black Soil,Germination,72,30,70.0,0,1,2.4,50.4
Wheat,Black Soil,Germination,73,31,68.0,0,1,2.3548,49.64
Wheat,Black Soil,Germination,74,32,66.0,0,1,2.3125,48.84
Wheat,Black Soil,Germination,75,33,64.0,0,1,2.2727,48.0
Wheat,Black Soil,Germination,76,34,62.0,0,1,2.2353,47.12
Wheat,Black Soil,Germination,77,35,60.0,0,1,2.2,46.2
Wheat,Black Soil,Germination,78,36,58.0,0,1,2.1667,45.24
Wheat,Black Soil,Germination,79,37,56.0,0,1,2.1351,44.24
Wheat,Black Soil,Germination,80,38,54.0,0,1,2.1053,43.2
Wheat,Black Soil,Germination,81,39,52.0,0,1,2.0769,42.12
Wheat,Black Soil,Germination,82,40,50.0,0,1,2.05,41.0
Wheat,Black Soil,Germination,83,41,48.0,0,1,2.0244,39.84
Wheat,Black Soil,Germination,84,42,46.0,0,1,2.0,38.64
Wheat,Black Soil,Germination,85,43,44.0,0,1,1.9767,37.4
Wheat,Black Soil,Germination,86,44,42.0,0,1,1.9545,36.12
Wheat,Black Soil,Germination,87,45,40.0,0,1,1.9333,34.8
Wheat,Black Soil,Germination,88,46,38.0,0,1,1.913,33.44
Wheat,Black Soil,Germination,89,25,80.0,0,1,3.56,71.2
Wheat,Black Soil,Germination,90,26,78.0,0,1,3.4615,70.2
Wheat,Black Soil,Germination,91,27,76.0,0,1,3.3704,69.16
Wheat,Black Soil,Germination,92,28,74.0,0,1,3.2857,68.08
Wheat,Black Soil,Germination,93,29,72.0,0,1,3.2069,66.96
Wheat,Black Soil,Germination,94,30,70.0,0,1,3.1333,65.8
Wheat,Black Soil,Germination,95,31,68.0,0,1,3.0645,64.6
Wheat,Black Soil,Germination,96,32,66.0,0,1,3.0,63.36
Wheat,Black Soil,Germination,97,33,64.0,0,1,2.9394,62.08
Wheat,Black Soil,Germination,98,34,62.0,0,1,2.8824,60.76
Wheat,Black Soil,Germination,99,35,60.0,0,1,2.8286,59.4
Wheat,Black Soil,Germination,100,36,58.0,0,1,2.7778,58.0
Wheat,Black Soil,Seedling Stage,1,37,56.0,1,2,0.027,0.56
Wheat,Black Soil,Seedling Stage,2,38,54.0,1,2,0.0526,1.08
Wheat,Black Soil,Seedling Stage,3,39,52.0,1,2,0.0769,1.56
Wheat,Black Soil,Seedling Stage,4,40,50.0,1,2,0.1,2.0
Wheat,Black Soil,Seedling Stage,5,41,48.0,1,2,0.122,2.4
Wheat,Black Soil,Seedling Stage,6,42,46.0,1,2,0.1429,2.76
Wheat,Black Soil,Seedling Stage,7,43,44.0,1,2,0.1628,3.08
Wheat,Black Soil,Seedling Stage,8,44,42.0,1,2,0.1818,3.36
Wheat,Black Soil,Seedling Stage,9,45,40.0,1,2,0.2,3.6
Wheat,Black Soil,Seedling Stage,10,46,38.0,1,2,0.2174,3.8
Wheat,Black Soil,Seedling Stage,11,25,80.0,1,2,0.44,8.8
Wheat,Black Soil,Seedling Stage,12,26,77.0,1,2,0.4615,9.24
Wheat,Black Soil,Seedling Stage,13,27,74.0,1,2,0.4815,9.62
Wheat,Black Soil,Seedling Stage,14,28,71.0,1,2,0.5,9.94
Wheat,Black Soil,Seedling Stage,15,29,68.0,1,2,0.5172,10.2
Wheat,Black Soil,Seedling Stage,16,30,65.0,1,2,0.5333,10.4
Wheat,Black Soil,Seedling Stage,17,31,62.0,1,2,0.5484,10.54
Wheat,Black Soil,Seedling Stage,18,32,59.0,1,2,0.5625,10.62
Wheat,Black Soil,Seedling Stage,19,33,56.0,1,2,0.5758,10.64
Wheat,Black Soil,Seedling Stage,20,34,53.0,1,2,0.5882,10.6
Wheat,Black Soil,Seedling Stage,21,35,50.0,1,2,0.6,10.5
Wheat,Black Soil,Seedling Stage,22,36,47.0,1,2,0.6111,10.34
Wheat,Black Soil,Seedling Stage,23,37,44.0,1,2,0.6216,10.12
Wheat,Black Soil,Seedling Stage,24,38,41.0,1,2,0.6316,9.84
Wheat,Black Soil,Seedling Stage,25,39,38.0,1,2,0.641,9.5
Wheat,Black Soil,Seedling Stage,26,40,35.0,1,2,0.65,9.1
Wheat,Black Soil,Seedling Stage,27,41,32.0,1,2,0.6585,8.64
Wheat,Black Soil,Seedling Stage,28,42,29.0,1,2,0.6667,8.12
Wheat,Black Soil,Seedling Stage,29,43,26.0,1,2,0.6744,7.54
Wheat,Black Soil,Seedling Stage,30,44,23.0,1,2,0.6818,6.9
Wheat,Black Soil,Seedling Stage,31,45,20.0,1,2,0.6889,6.2
Wheat,Black Soil,Seedling Stage,32,46,17.0,1,2,0.6957,5.44
Wheat,Black Soil,Seedling Stage,33,25,80.0,1,2,1.32,26.4
Wheat,Black Soil,Seedling Stage,34,26,77.0,1,2,1.3077,26.18
Wheat,Black Soil,Seedling Stage,35,27,74.0,1,2,1.2963,25.9
Wheat,Black Soil,Seedling Stage,36,28,71.0,1,2,1.2857,25.56
Wheat,Black Soil,Seedling Stage,37,29,68.0,1,2,1.2759,25.16
Wheat,Black Soil,Seedling Stage,38,30,65.0,1,2,1.2667,24.7
Wheat,Black Soil,Seedling Stage,39,31,62.0,1,2,1.2581,24.18
Wheat,Black Soil,Seedling Stage,51,43,26.0,0,2,1.186,13.26
Wheat,Black Soil,Seedling Stage,52,44,23.0,0,2,1.1818,11.96
Wheat,Black Soil,Seedling Stage,53,45,20.0,0,2,1.1778,10.6
Wheat,Black Soil,Seedling Stage,54,46,17.0,0,2,1.1739,9.18
Wheat,Black Soil,Seedling Stage,55,25,80.0,0,2,2.2,44.0
Wheat,Black Soil,Seedling Stage,56,26,77.0,0,2,2.1538,43.12
Wheat,Black Soil,Seedling Stage,57,27,74.0,0,2,2.1111,42.18
Wheat,Black Soil,Seedling Stage,58,28,71.0,0,2,2.0714,41.18
Wheat,Black Soil,Seedling Stage,59,29,68.0,0,2,2.0345,40.12
Wheat,Black Soil,Seedling Stage,60,30,65.0,0,2,2.0,39.0
Wheat,Black Soil,Seedling Stage,61,31,62.0,0,2,1.9677,37.82
Wheat,Black Soil,Seedling Stage,62,32,59.0,0,2,1.9375,36.58
Wheat,Black Soil,Seedling Stage,63,33,56.0,0,2,1.9091,35.28
Wheat,Black Soil,Seedling Stage,64,34,53.0,0,2,1.8824,33.92
Wheat,Black Soil,Seedling Stage,65,35,50.0,0,2,1.8571,32.5
Wheat,Black Soil,Seedling Stage,66,36,47.0,0,2,1.8333,31.02
Wheat,Black Soil,Seedling Stage,67,37,44.0,0,2,1.8108,29.48
Wheat,Black Soil,Seedling Stage,68,38,41.0,0,2,1.7895,27.88
Wheat,Black Soil,Seedling Stage,69,39,38.0,0,2,1.7692,26.22
Wheat,Black Soil,Seedling Stage,70,40,35.0,0,2,1.75,24.5
Wheat,Black Soil,Seedling Stage,71,41,32.0,0,2,1.7317,22.72
Wheat,Black Soil,Seedling Stage,72,42,29.0,0,2,1.7143,20.88
Wheat,Black Soil,Seedling Stage,73,43,26.0,0,2,1.6977,18.98
Wheat,Black Soil,Seedling Stage,74,44,23.0,0,2,1.6818,17.02
Wheat,Black Soil,Seedling Stage,75,45,20.0,0,2,1.6667,15.0
Wheat,Black Soil,Seedling Stage,76,46,17.0,0,2,1.6522,12.92
Wheat,Black Soil,Seedling Stage,77,25,80.0,0,2,3.08,61.6
Wheat,Black Soil,Seedling Stage,78,26,77.3,0,2,3.0,60.294
Wheat,Black Soil,Seedling Stage,79,27,74.6,0,2,2.9259,58.934
Wheat,Black Soil,Seedling Stage,80,28,71.9,0,2,2.8571,57.52
Wheat,Black Soil,Seedling Stage,81,29,69.2,0,2,2.7931,56.052
Wheat,Black Soil,Seedling Stage,82,30,66.5,0,2,2.7333,54.53
Wheat,Black Soil,Seedling Stage,83,31,63.8,0,2,2.6774,52.954
Wheat,Black Soil,Seedling Stage,84,32,61.1,0,2,2.625,51.324
Wheat,Black Soil,Seedling Stage,85,33,58.4,0,2,2.5758,49.64
Wheat,Black Soil,Seedling Stage,86,34,55.7,0,2,2.5294,47.902
Wheat,Black Soil,Seedling Stage,87,35,53.0,0,2,2.4857,46.11
Wheat,Black Soil,Seedling Stage,88,36,50.3,0,2,2.4444,44.264
Wheat,Black Soil,Seedling Stage,89,37,47.6,0,2,2.4054,42.364
Wheat,Black Soil,Seedling Stage,90,38,44.9,0,2,2.3684,40.41
Wheat,Black Soil,Seedling Stage,91,39,42.2,0,2,2.3333,38.402
Wheat,Black Soil,Seedling Stage,92,40,39.5,0,2,2.3,36.34
Wheat,Black Soil,Seedling Stage,93,41,36.8,0,2,2.2683,34.224
Wheat,Black Soil,Seedling Stage,94,42,34.1,0,2,2.2381,32.054
Wheat,Black Soil,Seedling Stage,95,43,31.4,0,2,2.2093,29.83
Wheat,Black Soil,Seedling Stage,96,44,28.7,0,2,2.1818,27.552
Wheat,Black Soil,Seedling Stage,97,45,26.0,0,2,2.1556,25.22
Wheat,Black Soil,Seedling Stage,98,46,23.3,0,2,2.1304,22.834
Wheat,Black Soil,Seedling Stage,99,25,80.0,0,2,3.96,79.2
Wheat,Black Soil,Seedling Stage,100,26,77.0,0,2,3.8462,77.0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,1,27,74.0,1,3,0.037,0.74
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,2,28,71.0,1,3,0.0714,1.42
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,3,29,68.0,1,3,0.1034,2.04
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,4,30,65.0,1,3,0.1333,2.6
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,5,31,62.0,1,3,0.1613,3.1
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,6,32,59.0,1,3,0.1875,3.54
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,7,33,56.0,1,3,0.2121,3.92
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,8,34,53.0,1,3,0.2353,4.24
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,9,35,50.0,1,3,0.2571,4.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,10,36,47.0,1,3,0.2778,4.7
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,11,37,44.0,1,3,0.2973,4.84
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,12,38,41.0,1,3,0.3158,4.92
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,13,39,38.0,1,3,0.3333,4.94
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,14,40,35.0,1,3,0.35,4.9
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,15,41,32.0,1,3,0.3659,4.8
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,16,42,29.0,1,3,0.381,4.64
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,17,43,26.0,1,3,0.3953,4.42
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,18,44,23.0,1,3,0.4091,4.14
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,19,45,20.0,1,3,0.4222,3.8
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,20,46,17.0,1,3,0.4348,3.4
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,21,25,80.0,1,3,0.84,16.8
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,22,26,77.5,1,3,0.8462,17.05
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,23,27,75.0,1,3,0.8519,17.25
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,24,28,72.5,1,3,0.8571,17.4
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,25,29,70.0,1,3,0.8621,17.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,26,30,67.5,1,3,0.8667,17.55
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,27,31,65.0,1,3,0.871,17.55
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,28,32,62.5,1,3,0.875,17.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,29,33,60.0,1,3,0.8788,17.4
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,30,34,57.5,1,3,0.8824,17.25
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,31,35,55.0,1,3,0.8857,17.05
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,32,36,52.5,1,3,0.8889,16.8
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,33,37,50.0,1,3,0.8919,16.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,34,38,47.5,1,3,0.8947,16.15
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,35,39,45.0,1,3,0.8974,15.75
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,36,40,42.5,1,3,0.9,15.3
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,37,41,40.0,1,3,0.9024,14.8
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,38,42,37.5,1,3,0.9048,14.25
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,39,43,35.0,1,3,0.907,13.65
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,40,44,32.5,1,3,0.9091,13.0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,41,45,30.0,1,3,0.9111,12.3
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,42,46,27.5,1,3,0.913,11.55
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,43,25,80.0,1,3,1.72,34.4
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,44,26,77.3,1,3,1.6923,34.012
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,45,27,74.6,1,3,1.6667,33.57
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,46,28,71.9,1,3,1.6429,33.074
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,47,29,69.2,1,3,1.6207,32.524
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,48,30,66.5,1,3,1.6,31.92
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,49,31,63.8,1,3,1.5806,31.262
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,61,43,31.4,0,3,1.4186,19.154
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,62,44,28.7,0,3,1.4091,17.794
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,63,45,26.0,0,3,1.4,16.38
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,64,46,23.3,0,3,1.3913,14.912
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,65,25,80.0,0,3,2.6,52.0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,66,26,77.0,0,3,2.5385,50.82
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,67,27,74.0,0,3,2.4815,49.58
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,68,28,71.0,0,3,2.4286,48.28
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,69,29,68.0,0,3,2.3793,46.92
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,70,30,65.0,0,3,2.3333,45.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,71,31,62.0,0,3,2.2903,44.02
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,72,32,59.0,0,3,2.25,42.48
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,73,33,56.0,0,3,2.2121,40.88
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,74,34,53.0,0,3,2.1765,39.22
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,75,35,50.0,0,3,2.1429,37.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,76,36,47.0,0,3,2.1111,35.72
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,77,37,44.0,0,3,2.0811,33.88
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,78,38,41.0,0,3,2.0526,31.98
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,79,39,38.0,0,3,2.0256,30.02
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,80,40,35.0,0,3,2.0,28.0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,81,41,32.0,0,3,1.9756,25.92
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,82,42,29.0,0,3,1.9524,23.78
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,83,43,26.0,0,3,1.9302,21.58
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,84,44,23.0,0,3,1.9091,19.32
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,85,45,20.0,0,3,1.8889,17.0
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,86,46,17.0,0,3,1.8696,14.62
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,87,25,80.0,0,3,3.48,69.6
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,88,26,77.0,0,3,3.3846,67.76
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,89,27,74.0,0,3,3.2963,65.86
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,90,28,71.0,0,3,3.2143,63.9
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,91,29,68.0,0,3,3.1379,61.88
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,92,30,65.0,0,3,3.0667,59.8
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,93,31,62.0,0,3,3.0,57.66
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,94,32,59.0,0,3,2.9375,55.46
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,95,33,56.0,0,3,2.8788,53.2
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,96,34,53.0,0,3,2.8235,50.88
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,97,35,50.0,0,3,2.7714,48.5
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,98,36,47.0,0,3,2.7222,46.06
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,99,37,44.0,0,3,2.6757,43.56
Wheat,Black Soil,Vegetative Growth / Root or Tuber Development,100,38,41.0,0,3,2.6316,41.0
Wheat,Black Soil,Flowering,1,39,38.0,1,4,0.0256,0.38
Wheat,Black Soil,Flowering,2,40,35.0,1,4,0.05,0.7
Wheat,Black Soil,Flowering,3,41,32.0,1,4,0.0732,0.96
Wheat,Black Soil,Flowering,4,42,29.0,1,4,0.0952,1.16
Wheat,Black Soil,Flowering,5,43,26.0,1,4,0.1163,1.3
Wheat,Black Soil,Flowering,6,44,23.0,1,4,0.1364,1.38
Wheat,Black Soil,Flowering,7,45,20.0,1,4,0.1556,1.4
Wheat,Black Soil,Flowering,8,46,17.0,1,4,0.1739,1.36
Wheat,Black Soil,Flowering,9,25,80.0,1,4,0.36,7.2
Wheat,Black Soil,Flowering,10,26,77.0,1,4,0.3846,7.7
Wheat,Black Soil,Flowering,11,27,74.0,1,4,0.4074,8.14
Wheat,Black Soil,Flowering,12,28,71.0,1,4,0.4286,8.52
Wheat,Black Soil,Flowering,13,29,68.0,1,4,0.4483,8.84
Wheat,Black Soil,Flowering,14,30,65.0,1,4,0.4667,9.1
Wheat,Black Soil,Flowering,15,31,62.0,1,4,0.4839,9.3
Wheat,Black Soil,Flowering,16,32,59.0,1,4,0.5,9.44
Wheat,Black Soil,Flowering,17,33,56.0,1,4,0.5152,9.52
Wheat,Black Soil,Flowering,18,34,53.0,1,4,0.5294,9.54
Wheat,Black Soil,Flowering,19,35,50.0,1,4,0.5429,9.5
Wheat,Black Soil,Flowering,20,36,47.0,1,4,0.5556,9.4
Wheat,Black Soil,Flowering,21,37,44.0,1,4,0.5676,9.24
Wheat,Black Soil,Flowering,22,38,41.0,1,4,0.5789,9.02
Wheat,Black Soil,Flowering,23,39,38.0,1,4,0.5897,8.74
Wheat,Black Soil,Flowering,24,40,35.0,1,4,0.6,8.4
Wheat,Black Soil,Flowering,25,41,32.0,1,4,0.6098,8.0
Wheat,Black Soil,Flowering,26,42,29.0,1,4,0.619,7.54
Wheat,Black Soil,Flowering,27,43,26.0,1,4,0.6279,7.02
Wheat,Black Soil,Flowering,28,44,23.0,1,4,0.6364,6.44
Wheat,Black Soil,Flowering,29,45,20.0,1,4,0.6444,5.8
Wheat,Black Soil,Flowering,30,46,17.0,1,4,0.6522,5.1
Wheat,Black Soil,Flowering,31,25,80.0,1,4,1.24,24.8
Wheat,Black Soil,Flowering,32,26,77.0,1,4,1.2308,24.64
Wheat,Black Soil,Flowering,33,27,74.0,1,4,1.2222,24.42
Wheat,Black Soil,Flowering,34,28,71.0,1,4,1.2143,24.14
Wheat,Black Soil,Flowering,35,29,68.0,1,4,1.2069,23.8
Wheat,Black Soil,Flowering,36,30,65.0,1,4,1.2,23.4
Wheat,Black Soil,Flowering,37,31,62.0,1,4,1.1935,22.94
Wheat,Black Soil,Flowering,38,32,59.0,1,4,1.1875,22.42
Wheat,Black Soil,Flowering,39,33,56.0,1,4,1.1818,21.84
Wheat,Black Soil,Flowering,40,34,53.0,1,4,1.1765,21.2
Wheat,Black Soil,Flowering,41,35,50.0,1,4,1.1714,20.5
Wheat,Black Soil,Flowering,42,36,47.0,1,4,1.1667,19.74
Wheat,Black Soil,Flowering,43,37,44.0,1,4,1.1622,18.92
Wheat,Black Soil,Flowering,44,38,41.0,1,4,1.1579,18.04
Wheat,Black Soil,Flowering,45,39,38.0,1,4,1.1538,17.1
Wheat,Black Soil,Flowering,46,40,35.0,1,4,1.15,16.1
Wheat,Black Soil,Flowering,47,41,32.0,1,4,1.1463,15.04
Wheat,Black Soil,Flowering,48,42,29.0,1,4,1.1429,13.92
Wheat,Black Soil,Flowering,49,43,26.0,1,4,1.1395,12.74
Wheat,Black Soil,Flowering,50,44,23.0,1,4,1.1364,11.5
Wheat,Black Soil,Flowering,51,45,20.0,1,4,1.1333,10.2
Wheat,Black Soil,Flowering,52,46,17.0,1,4,1.1304,8.84
Wheat,Black Soil,Flowering,53,25,80.0,1,4,2.12,42.4
Wheat,Black Soil,Flowering,54,26,77.0,1,4,2.0769,41.58
Wheat,Black Soil,Flowering,55,27,74.0,1,4,2.037,40.7
Wheat,Black Soil,Flowering,56,28,71.0,1,4,2.0,39.76
Wheat,Black Soil,Flowering,57,29,68.0,1,4,1.9655,38.76
Wheat,Black Soil,Flowering,58,30,65.0,1,4,1.9333,37.7
Wheat,Black Soil,Flowering,59,31,62.0,1,4,1.9032,36.58
Wheat,Black Soil,Flowering,71,43,26.0,0,4,1.6512,18.46
Wheat,Black Soil,Flowering,72,44,23.0,0,4,1.6364,16.56
Wheat,Black Soil,Flowering,73,45,20.0,0,4,1.6222,14.6
Wheat,Black Soil,Flowering,74,46,17.0,0,4,1.6087,12.58
Wheat,Black Soil,Flowering,75,25,80.0,0,4,3.0,60.0
Wheat,Black Soil,Flowering,76,26,77.0,0,4,2.9231,58.52
Wheat,Black Soil,Flowering,77,27,74.0,0,4,2.8519,56.98
Wheat,Black Soil,Flowering,78,28,71.0,0,4,2.7857,55.38
Wheat,Black Soil,Flowering,79,29,68.0,0,4,2.7241,53.72
Wheat,Black Soil,Flowering,80,30,65.0,0,4,2.6667,52.0
Wheat,Black Soil,Flowering,81,31,62.0,0,4,2.6129,50.22
